icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
SSFD,,Fazenda Acaraja Airport,Amambai,Mato-Grosso-do-Sul,BR,1224,-23.00111008,-54.69944382,America/Campo_Grande,
SSFE,,Estancia Hercules Airport,Foz Do Iguacu,Alto-Parana,BR,558,-25.46069908,-54.59880066,America/Asuncion,
SSFF,,Fazenda Sao Francisco Airport,Nova Alvorada Do Sul,Mato-Grosso-do-Sul,BR,1204,-21.17861176,-54.29305649,America/Campo_Grande,
SSFG,,Fazenda Guanabara Airport,Paranapoema,Paraná,BR,925,-22.65833282,-52.1305542,America/Sao_Paulo,
SSFH,,Vale dos Dinassauros Airport,Uberaba,Minas Gerais,BR,2438,-19.782222,-47.811944,America/Sao_Paulo,
SSFI,,Fazenda Itamarati Airport,Ponta Pora,Mato-Grosso-do-Sul,BR,1837,-22.1882,-55.57780075,America/Campo_Grande,
SSFJ,,Fazenda Retiro da Cachoeira Airport,Campo Grande,Mato-Grosso-do-Sul,BR,1435,-20.8077774,-54.61972046,America/Campo_Grande,
SSFK,,Forte Coimbra Airport,Corumba,Mato-Grosso-do-Sul,BR,279,-19.90611076,-57.77944565,America/Campo_Grande,
SSFL,,Joao Pereira dos Santos Filho Airport,Fronteiras,Piauí,BR,1466,-7.099999905,-40.6269455,America/Fortaleza,
SSFM,,Fazenda Marimbondo Airport,Conselheiro Mairinck,Paraná,BR,1526,-23.53694344,-50.09805679,America/Sao_Paulo,
SSFN,,Fazenda Novilho Airport,Caarapo,Mato-Grosso-do-Sul,BR,1706,-22.61916733,-54.92583466,America/Campo_Grande,
SSFO,,Fazenda Novo Horizonte Airport,Miranda,Mato-Grosso-do-Sul,BR,354,-20.03972244,-56.32027817,America/Campo_Grande,
SSFP,,Fazenda Sao Paulo Airport,Tres Lagoas,Mato-Grosso-do-Sul,BR,1145,-20.86416626,-52.17472076,America/Campo_Grande,
SSFQ,,Fazenda Barra Nova Airport,Rio Brilhante,Mato-Grosso-do-Sul,BR,1608,-21.31972122,-54.73527908,America/Campo_Grande,
SSFR,,Fronteira Airport,Fronteira,Minas Gerais,BR,1598,-20.27750015,-49.19083405,America/Sao_Paulo,
SSFU,,Fazenda Ligacao Airport,Sete Quedas,Mato-Grosso-do-Sul,BR,1739,-23.84805679,-54.81611252,America/Campo_Grande,
SSFW,,Fazenda Grotao Airport,Coxim,Mato-Grosso-do-Sul,BR,1063,-18.67749977,-54.39222336,America/Campo_Grande,
SSFX,,Fazenda Primavera Airport,Nova Fatima,Paraná,BR,2239,-23.45583344,-50.57583237,America/Sao_Paulo,
SSGA,,Garibaldi Airport,Garibaldi,Rio Grande do Sul,BR,2231,-29.26939964,-51.53170013,America/Sao_Paulo,
SSGB,,Guaratuba Airport,Guaratuba,Paraná,BR,49,-25.88159943,-48.61209869,America/Sao_Paulo,
SSGC,,General Canrobert Pereira da Costa Airport,Aquidauana,Mato-Grosso-do-Sul,BR,566,-20.45330048,-55.75759888,America/Campo_Grande,
SSGE,,Fazenda Periquitos Airport,Tres Lagoas,Mato-Grosso-do-Sul,BR,1180,-20.50694466,-51.83916855,America/Campo_Grande,
SSGF,,Fazenda Formosa Airport,Ribas Do Rio Pardo,Mato-Grosso-do-Sul,BR,1575,-20.19949913,-53.22489929,America/Campo_Grande,
SSGG,,Fazenda Jacare de Chifre Airport,Porto Murtinho,Mato-Grosso-do-Sul,BR,381,-21.02777863,-57.4972229,America/Campo_Grande,
SSGH,,Fazenda Capao Verde Airport,Aquidauana,Mato-Grosso-do-Sul,BR,410,-20.07361031,-56.06833267,America/Campo_Grande,
SSGI,,Astral Airport,Eldorado Do Sul,Rio Grande do Sul,BR,33,-30.06027794,-51.4375,America/Sao_Paulo,
SSGJ,,Fazenda Poleiro Grande Airport,Corumba,Mato-Grosso-do-Sul,BR,331,-17.24972153,-56.27555466,America/Cuiaba,
SSGK,,Fazenda Volta Grande Airport,Maracaju,Mato-Grosso-do-Sul,BR,1699,-21.45583344,-55.45694351,America/Campo_Grande,
SSGM,,Fazenda Seriema Airport,Bela Vista,Mato-Grosso-do-Sul,BR,1151,-21.69333267,-56.5625,America/Campo_Grande,
SSGN,,Fazenda Guaiba Airport,Iguatemi,Mato-Grosso-do-Sul,BR,1401,-23.23916626,-54.54111099,America/Campo_Grande,
SSGO,,Rosada Airport,Sao Gabriel D`Oeste,Mato-Grosso-do-Sul,BR,2211,-19.42972183,-54.58722305,America/Campo_Grande,
SSGP,,Piquet Airport,Brasilia,Federal-District,BR,3281,-15.85388947,-47.80638886,America/Sao_Paulo,
SSGR,,Guapore Airport,Guapore,Rio Grande do Sul,BR,1558,-28.8946991,-51.8553009,America/Sao_Paulo,
SSGS,,Fazenda Falcao Airport,Primavera Do Leste,Mato Grosso do Sul,BR,1975,-15.399444,-54.181111,America/Cuiaba,
SSGT,,Fazenda Capao Alto Airport,Rio Brilhante,Mato-Grosso-do-Sul,BR,1050,-21.69888878,-54.81388855,America/Campo_Grande,
SSGU,,Fazenda Gurucaia Airport,Santa Isabel Do Ivai,Paraná,BR,886,-23.19333267,-53.32833481,America/Sao_Paulo,
SSGW,,Goio-Ere Airport,Goio-Ere,Paraná,BR,1608,-24.22030067,-53.04449844,America/Sao_Paulo,
SSGX,,Fazenda Rio Negro Airport,Aquidauana,Mato-Grosso-do-Sul,BR,312,-19.56833267,-56.24555588,America/Campo_Grande,
SSGY,QGA,Guaira Airport,Guaira,Canindeyu,BR,889,-24.08110046,-54.19169998,America/Sao_Paulo,
SSGZ,,Fazenda Santa Helena do Pindo Airport,Navirai,Mato-Grosso-do-Sul,BR,1050,-22.89500046,-53.86777878,America/Campo_Grande,
SSHA,,Aeroclube de Aquidauana Airport,Aquidauana,Mato-Grosso-do-Sul,BR,620,-20.48083305,-55.76944351,America/Campo_Grande,
SSHB,,Fazenda Serra Dourada Airport,Ivate,Paraná,BR,1007,-23.32222176,-53.46861267,America/Sao_Paulo,
SSHC,,Capitao Pedro Paranhos Airport,Guapirama,Paraná,BR,1447,-23.429444,-50.167778,America/Sao_Paulo,
SSHD,,Fazenda Bipandora II Airport,Itapora,Mato-Grosso-do-Sul,BR,1368,-22.0027771,-54.9011116,America/Campo_Grande,
SSHF,,Sitio Serra Negra Airport,Corumba,Mato-Grosso-do-Sul,BR,328,-18.03333282,-57.48333359,America/Campo_Grande,
SSHG,,Antonio Joao Airport,Antonio Joao,Mato-Grosso-do-Sul,BR,2277,-22.3593998,-55.76390076,America/Campo_Grande,
SSHI,,Fazenda Dom Francisco Airport,Itaquirai,Mato-Grosso-do-Sul,BR,1237,-23.25111008,-54.04833221,America/Campo_Grande,
SSHJ,,Fazenda Santa Rita Airport,Ponta Pora,Mato-Grosso-do-Sul,BR,1686,-22.26722145,-55.48805618,America/Campo_Grande,
SSHK,,Fazenda Jaguarandy Airport,Ponta Pora,Mato-Grosso-do-Sul,BR,1968,-22.58972168,-55.56944275,America/Campo_Grande,
SSHL,,Fazenda Jussara Airport,Jussara,Paraná,BR,1213,-23.57500076,-52.40833282,America/Sao_Paulo,
SSHN,,Recanto das Aguias Airport,Iguaracu,Paraná,BR,1637,-23.24500084,-51.87555695,America/Sao_Paulo,
SSHQ,,Fazenda Paraiso Airport,Terenos,Mato-Grosso-do-Sul,BR,1280,-20.56166649,-54.86416626,America/Campo_Grande,
SSHT,,Ingazeira Airport,Alta Floresta,Mato Grosso do Sul,BR,853,-10.13046202,-56.71863556,America/Cuiaba,
SSHU,,Fazenda Centenario Airport,Aquidauana,Mato-Grosso-do-Sul,BR,426,-19.4580555,-56.04527664,America/Campo_Grande,
SSHW,,Fazenda Macarai Airport,Itaquirai,Mato-Grosso-do-Sul,BR,1056,-23.41749954,-54.01250076,America/Campo_Grande,
SSHX,,Fazenda Jatoba Airport,Paranhos,Canindeyu,BR,1335,-23.92379951,-55.30189896,America/Asuncion,
SSHZ,HRZ,Horizontina Airport,Horizontina,Rio Grande do Sul,BR,1063,-27.63829994,-54.33909988,America/Sao_Paulo,
SSIB,,Fazenda Suely Airport,Agua Clara,Mato-Grosso-do-Sul,BR,1574,-19.47999954,-52.8125,America/Campo_Grande,
SSIC,,APLIC Aviacao Agricola Ltda Airport,Dourados,Mato-Grosso-do-Sul,BR,1405,-22.30666733,-54.82444382,America/Campo_Grande,
SSID,,Independencia Airport,Nova Andradina,Mato-Grosso-do-Sul,BR,1135,-22.2791996,-53.38349915,America/Campo_Grande,
SSIE,,Teruel Ipanema Estancia Airport,Campo Grande,Mato-Grosso-do-Sul,BR,1732,-20.59944344,-54.60250092,America/Campo_Grande,
SSIF,,Fazenda Baunilha Airport,Itaquirai,Mato-Grosso-do-Sul,BR,970,-23.56030083,-54.03390121,America/Campo_Grande,
SSIG,,Fazenda Santa Maria Airport,Aquidauana,Mato-Grosso-do-Sul,BR,617,-20.27000046,-55.72833252,America/Campo_Grande,
SSIH,,Fazenda Fortaleza Airport,Brasilandia,Mato-Grosso-do-Sul,BR,1296,-20.94638824,-52.72222137,America/Campo_Grande,
SSII,,Fazenda Orion Airport,Bela Vista,Mato-Grosso-do-Sul,BR,1001,-22.02277756,-56.32416534,America/Campo_Grande,
SSIJ,IJU,Ijui Airport,Ijui,Rio Grande do Sul,BR,1197,-28.36870003,-53.84659958,America/Sao_Paulo,
SSIM,,Boqueirao Alegre Airport,Quarai,Rio Grande do Sul,BR,732,-30.25499916,-55.83944321,America/Sao_Paulo,
SSIO,,Candiota Airport,Candiota,Rio Grande do Sul,BR,741,-31.49416733,-53.69083405,America/Sao_Paulo,
SSIP,,Fazenda Santa Otilia Airport,Porto Murtinho,Mato-Grosso-do-Sul,BR,919,-21.19055557,-57.04166794,America/Campo_Grande,
SSIQ,ITQ,Itaqui Airport,Itaqui,Rio Grande do Sul,BR,230,-29.17309952,-56.5367012,America/Sao_Paulo,
SSIR,,Ibiruba Airport,Ibiruba,Rio Grande do Sul,BR,1447,-28.60416794,-53.07888794,America/Sao_Paulo,
SSIS,,Major Jose Ignacio Airport,Ibate,São Paulo,BR,1962,-22.047778,-48.097222,America/Sao_Paulo,
SSIU,,Sitio Enel Airport,Pantano Grande,Rio Grande do Sul,BR,32,-30.13361168,-52.36527634,America/Sao_Paulo,
SSIV,,Fazenda Experimental Airport,Ivinhema,Mato-Grosso-do-Sul,BR,1194,-22.29722214,-53.84722222,America/Campo_Grande,
SSIW,,Fazenda Damaro Airport,Miranda,Mato-Grosso-do-Sul,BR,344,-19.97750092,-56.43611145,America/Campo_Grande,
SSIX,,Fazenda Campo Verde Airport,Taquarussu,Mato-Grosso-do-Sul,BR,984,-22.65166664,-53.50777817,America/Campo_Grande,
SSIY,,Fazenda Santa Adelina Airport,Guaicara,São Paulo,BR,1411,-21.528889,-49.743333,America/Sao_Paulo,
SSIZ,,Condominio Fazenda da Grama Airport,Itupeva,São Paulo,BR,2257,-23.059167,-47.0625,America/Sao_Paulo,
SSJA,JCB,Santa Terezinha Airport,Joacaba,Mato Grosso do Sul,BR,2546,-27.17140007,-51.55329895,America/Sao_Paulo,
SSJB,,Salenco Airport,Sao Gabriel D`Oeste,Mato-Grosso-do-Sul,BR,1253,-18.85666656,-54.34749985,America/Campo_Grande,
SSJC,,Fazenda do Jacui Airport,Guaiba,Rio Grande do Sul,BR,26,-29.98305511,-51.30055618,America/Sao_Paulo,
SSJE,,Fazenda Sao Joaquim Airport,Selviria,Mato-Grosso-do-Sul,BR,1325,-20.35222222,-51.55583333,America/Campo_Grande,
SSJG,,Fazenda Santa Ana Airport,Porto Murtinho,Mato-Grosso-do-Sul,BR,351,-21.2163887,-57.68138886,America/Campo_Grande,
SSJH,,Fazenda Guarani Airport,Nova Andradina,Mato-Grosso-do-Sul,BR,787,-22.16583252,-53.57305527,America/Campo_Grande,
SSJI,,Jardim Airport,Jardim,Mato-Grosso-do-Sul,BR,1053,-21.49309921,-56.15259933,America/Campo_Grande,
SSJJ,,Fazenda Tupi Airport,Nova Andradina,Mato-Grosso-do-Sul,BR,1377,-21.80722237,-53.12944412,America/Campo_Grande,
SSJK,,Julio de Castilho Airport,Julio De Castilho,Rio Grande do Sul,BR,1633,-29.15309906,-53.74330139,America/Sao_Paulo,
SSJL,,Fazenda Jamaica Airport,Camapua,Mato-Grosso-do-Sul,BR,1706,-19.34777832,-53.77000046,America/Campo_Grande,
SSJM,,Fazenda Julio Martins Airport,Chapadao Do Sul,Mato-Grosso-do-Sul,BR,2621,-18.84250069,-52.49944305,America/Campo_Grande,
SSJO,,Fazenda Angico Airport,Corumba,Mato-Grosso-do-Sul,BR,511,-19.37638855,-57.45277786,America/Campo_Grande,
SSJP,,Fazenda Junqueira Airport,Colorado,Paraná,BR,1427,-22.89500046,-51.9291687,America/Sao_Paulo,
SSJQ,,Fazenda Floresta Airport,Ribeirao Cascalheira,Mato Grosso do Sul,BR,1266,-12.81,-51.88,America/Cuiaba,
SSJR,,Jaguarao Airport,Jaguarao,Cerro-Largo,BR,66,-32.54055786,-53.38416672,America/Montevideo,
SSJT,,Fazenda Rio Lagoa Airport,Ribas Do Rio Pardo,Mato-Grosso-do-Sul,BR,1082,-20.84889,-53.20667,America/Campo_Grande,
SSJU,,Fazenda Santa Paula Airport,Inocencia,Mato-Grosso-do-Sul,BR,1200,-19.38138962,-52.3097229,America/Campo_Grande,
SSJV,,Piratininga Airport,Corumba,Mato-Grosso-do-Sul,BR,150,-17.94249916,-56.47999954,America/Campo_Grande,
SSJW,,Fazenda Jauru Airport,Rio Brilhante,Mato-Grosso-do-Sul,BR,1017,-21.78249931,-53.89222336,America/Campo_Grande,
SSJX,,Sao Bento Airport,Corumba,Mato-Grosso-do-Sul,BR,150,-19.47805595,-57.01416779,America/Campo_Grande,
SSJY,,Sao Joao Airport,Corumba,Mato-Grosso-do-Sul,BR,150,-17.70750046,-56.21722031,America/Campo_Grande,
SSJZ,,Fazenda Tres Unidos Airport,Terra Roxa,Paraná,BR,1000,-24.05166626,-54.00666809,America/Sao_Paulo,
SSKA,,Fazenda Campinas Airport,Corumba,Mato-Grosso-do-Sul,BR,328,-18.90555573,-56.35972214,America/Campo_Grande,
SSKB,,Fazenda Tupanciretan Airport,Aquidauana,Mato-Grosso-do-Sul,BR,312,-19.47444344,-56.37722015,America/Campo_Grande,
SSKC,,Fazenda Uniao Airport,Inocencia,Mato-Grosso-do-Sul,BR,1758,-19.29249954,-52.06083298,America/Campo_Grande,
SSKD,,Fazenda Uniao Airport,Aquidauana,Mato-Grosso-do-Sul,BR,410,-19.75,-55.46666718,America/Campo_Grande,
SSKE,,Campo Evelina Airport,Santa Monica,Paraná,BR,984,-23.12111092,-53.07638931,America/Sao_Paulo,
SSKF,,Porto Bonito Airport,Itaquirai,Mato-Grosso-do-Sul,BR,1180,-23.33749962,-53.86972046,America/Campo_Grande,
SSKG,,Estancia Santa Maria Airport,Campo Grande,Mato-Grosso-do-Sul,BR,2028,-20.50530052,-54.52550125,America/Campo_Grande,
SSKH,,Fazenda Karl Hermann Isenberg Airport,Aral Moreira,Mato-Grosso-do-Sul,BR,1853,-22.91166687,-55.53889084,America/Campo_Grande,
SSKI,,Fazenda Santa Helena Airport,Cornelio Procopio,,BR,1673,-23.34055519,-50.5830574,America/Sao_Paulo,
SSKJ,,Fazenda Mestica Airport,Rio Branco Do Ivai,Paraná,BR,1575,-24.30722237,-51.41083145,America/Sao_Paulo,
SSKK,,Capao da Canoa Airport,Capao Da Canoa,Rio Grande do Sul,BR,33,-29.76361084,-50.03694534,America/Sao_Paulo,
SSKL,,Fazenda Piao Airport,Amambai,Mato-Grosso-do-Sul,BR,1542,-23.40694427,-55.2266655,America/Campo_Grande,
SSKM,CBW,Campo Mourao Airport,Campo Mourao,Paraná,BR,1854,-24.00919914,-52.35680008,America/Sao_Paulo,
SSKN,,Campo Novo Airport,Campo Novo,Rio Grande do Sul,BR,1460,-27.66720009,-53.80899811,America/Sao_Paulo,
SSKO,,Independencia Airport,Anastacio,Mato-Grosso-do-Sul,BR,544,-20.47611046,-55.83361053,America/Campo_Grande,
SSKP,,Copacel Airport,Palotina,Paraná,BR,1050,-24.30888939,-53.84222031,America/Sao_Paulo,
SSKQ,,Fazenda Santa Rosa Airport,Nova Crixas,Goiás,BR,1001,-14.541111,-50.461944,America/Araguaina,
SSKR,,Fazenda Primavera Airport,Parauna,Goiás,BR,2306,-17.17,-50.82,America/Sao_Paulo,
SSKS,QDB,Cachoeira do Sul Airport,Cachoeira Do Sul,Rio Grande do Sul,BR,253,-30.00189972,-52.94079971,America/Sao_Paulo,
SSKT,,Aeroclube de Santa Catarina Airport,Sao Jose,Santa Catarina,BR,20,-27.61166763,-48.67277908,America/Sao_Paulo,
SSKU,QCR,Curitibanos Airport,Curitibanos,Santa Catarina,BR,3133,-27.28249931,-50.6114006,America/Sao_Paulo,
SSKV,,Retiro Sao Joao Airport,Ponta Pora,Mato-Grosso-do-Sul,BR,1738,-22.39694405,-55.48555756,America/Campo_Grande,
SSKW,OAL,Cacoal Airport,Cacoal,Rondônia,BR,817,-11.493611,-61.175556,America/Porto_Velho,
SSKX,,Fazenda Sao Luiz do Matao Airport,Carneirinho,Minas Gerais,BR,1250,-19.87222222,-50.65472222,America/Sao_Paulo,
SSKY,,Fazenda Querencia Airport,Tangara Da Serra,Mato Grosso do Sul,BR,2362,-14.47361111,-58.35527778,America/Cuiaba,
SSKZ,,Carazinho Airport,Carazinho,Rio Grande do Sul,BR,1854,-28.32250023,-52.81620026,America/Sao_Paulo,
SSLA,,Laguna Airport,Laguna,Santa Catarina,BR,20,-28.37669945,-48.74280167,America/Sao_Paulo,
SSLB,,Fazenda Sao Paulino Airport,Corumba,Mato-Grosso-do-Sul,BR,394,-19.02527809,-55.92610931,America/Campo_Grande,
SSLC,,Fazenda Laguna Carem Airport,Laguna Carapa,Mato-Grosso-do-Sul,BR,1755,-22.67333221,-55.23666763,America/Campo_Grande,
SSLD,,Fazenda Lourdes Airport,Corumba,Mato-Grosso-do-Sul,BR,328,-18.64388847,-56.75944519,America/Campo_Grande,
SSLF,,Fazenda Palmeira Airport,Taquarussu,Mato-Grosso-do-Sul,BR,885,-22.54361153,-53.42944336,America/Campo_Grande,
SSLG,,Sao Luis Gonzaga Airport,Sao Luis Gonzaga,Rio Grande do Sul,BR,656,-28.37638855,-55.03749847,America/Sao_Paulo,
SSLI,,Estancia Portal do Sol Airport,Itirapina,São Paulo,BR,2425,-22.165278,-47.892778,America/Sao_Paulo,
SSLJ,,Fazenda Santa Izabel Airport,Flores De Goias,Goiás,BR,1434,-14.265278,-47.0275,America/Araguaina,
SSLK,,Fazenda Aldeia Airport,Coxim,Mato-Grosso-do-Sul,BR,394,-18.2163887,-55.15888977,America/Campo_Grande,
SSLL,,Fazenda Itaguassu Airport,Antonio Joao,Mato-Grosso-do-Sul,BR,1788,-22.24361038,-55.93166733,America/Campo_Grande,
SSLN,LOI,Helmuth Baungarten Airport,Lontras,Santa Catarina,BR,1095,-27.15999985,-49.54249954,America/Sao_Paulo,
SSLO,,Loanda Airport,Loanda,Paraná,BR,1542,-22.91710091,-53.14899826,America/Sao_Paulo,
SSLP,,Fazenda Lucero Pora Airport,Porto Murtinho,Mato-Grosso-do-Sul,BR,299,-21.91083336,-57.64666748,America/Campo_Grande,
SSLQ,,Fazenda Campanario Airport,Laguna Carapa,Mato-Grosso-do-Sul,BR,1362,-22.78472137,-55.07416534,America/Campo_Grande,
SSLR,,Ocorema Airport,Ladario,Mato-Grosso-do-Sul,BR,413,-19.10499954,-57.5933342,America/Campo_Grande,
SSLS,,Salto Santiago Airport,Laranjeiras Do Sul,Paraná,BR,2087,-25.51499939,-52.55749893,America/Sao_Paulo,
SSLT,ALQ,Alegrete Novo Airport,Alegrete,Rio Grande do Sul,BR,459,-29.81270027,-55.89339828,America/Sao_Paulo,
SSLU,,Fazenda Aurora Airport,Jardim,Mato-Grosso-do-Sul,BR,754,-21.5233326,-56.61166763,America/Campo_Grande,
SSLW,,Fazenda Tres Cerros Airport,Bela Vista,Mato-Grosso-do-Sul,BR,853,-21.97333336,-56.79750061,America/Campo_Grande,
SSLX,,Fazenda Brasilia do Sul Airport,Juti,Mato-Grosso-do-Sul,BR,1296,-22.70499992,-54.60833359,America/Campo_Grande,
SSLZ,,Fazenda Vitoria do Ivinhema Airport,Ivinhema,Mato-Grosso-do-Sul,BR,1296,-22.51972198,-53.66472244,America/Campo_Grande,
SSMC,,Fazenda Sao Miguel da Catequese Airport,Nova Andradina,Mato-Grosso-do-Sul,BR,1209,-22.08777809,-53.52000046,America/Campo_Grande,
SSMD,,Medianeira Airport,Medianeira,Paraná,BR,1473,-25.31089973,-54.07049942,America/Sao_Paulo,
SSME,,Fazenda Ipiranga Airport,Anastacio,Mato-Grosso-do-Sul,BR,804,-20.98055649,-55.56583405,America/Campo_Grande,
SSMF,QMF,Mafra Airport,Mafra,Santa Catarina,BR,2690,-26.15889931,-49.8321991,America/Sao_Paulo,
SSMH,,Fazenda Santa Maria Airport,Capao Do Leao,Rio Grande do Sul,BR,66,-31.92944336,-52.4636116,America/Sao_Paulo,
SSMI,,Fazenda Morrinhos Airport,Bela Vista,Mato-Grosso-do-Sul,BR,1148,-22.08388901,-56.30055618,America/Campo_Grande,
SSMJ,,Maracaju Airport,Maracaju,Mato-Grosso-do-Sul,BR,1283,-21.63388824,-55.14500046,America/Campo_Grande,
SSMK,,El Dorado Airport,Eldorado Do Sul,Rio Grande do Sul,BR,20,-30.07333374,-51.40972137,America/Sao_Paulo,
SSML,,Fazenda Maria Luiza Airport,Iguatemi,Mato-Grosso-do-Sul,BR,1083,-23.59722137,-54.64583206,America/Campo_Grande,
SSMN,,Kururuzinho Airport,Jacareacanga,Mato Grosso do Sul,BR,1640,-8.88,-57.33,America/Manaus,
SSMP,,Fazenda Tres Minas Airport,Itambe,Paraná,BR,1391,-23.67277718,-52.00972366,America/Sao_Paulo,
SSMR,,Manoel Ribas Airport,Manoel Ribas,Paraná,BR,2822,-24.52960014,-51.65190125,America/Sao_Paulo,
SSMS,,Fazenda Rancho Esperanca Airport,Aral Moreira,Mato-Grosso-do-Sul,BR,1522,-22.87,-55.5,America/Campo_Grande,
SSMT,,Mostardas Airport,Mostardas,Rio Grande do Sul,BR,59,-31.10359955,-50.91030121,America/Sao_Paulo,
SSMV,,Fazenda Boa Vista Airport,Pirassununga,São Paulo,BR,2434,-22.0425,-47.56,America/Sao_Paulo,
SSMW,,Ica Airport,Peruibe,São Paulo,BR,49,-24.3152771,-47.01388931,America/Sao_Paulo,
SSMX,,Fazenda Planalto Airport,Nova Resende,Minas Gerais,BR,3868,-21.12,-46.42,America/Sao_Paulo,
SSMY,,Sao Miguel do Iguacu Airport,Sao Miguel Do Iguacu,Paraná,BR,951,-25.39888889,-54.23472222,America/Sao_Paulo,
SSMZ,,Fazenda Sao Mateus Airport,Comodoro,Mato Grosso do Sul,BR,1070,-13.917222,-59.983333,America/Cuiaba,
SSNA,,Estancia Miranda Airport,Miranda,Mato-Grosso-do-Sul,BR,436,-19.97999954,-56.43388748,America/Campo_Grande,
SSNB,,Navirai Airport,Navirai,Mato-Grosso-do-Sul,BR,1329,-23.03479958,-54.18019867,America/Campo_Grande,
SSND,,Santa Maria Airport,Sao Felix Do Araguaia,Mato Grosso do Sul,BR,1119,-11.16,-52.82,America/Cuiaba,
SSNF,,Fazenda Naisa Airport,Colombia,São Paulo,BR,1739,-20.32972145,-48.81000137,America/Sao_Paulo,
SSNG,QGF,Montenegro Airport,Montenegro,Rio Grande do Sul,BR,125,-29.71940041,-51.48939896,America/Sao_Paulo,
SSNH,QHV,Novo Hamburgo Airport,Novo Hamburgo,Rio Grande do Sul,BR,66,-29.69610024,-51.08169937,America/Sao_Paulo,
SSNI,,Fazenda Novo Rumo Airport,Navirai,Mato-Grosso-do-Sul,BR,1247,-22.98527718,-53.8769455,America/Campo_Grande,
SSNJ,,Fazenda Primavera Airport,Aquidauana,Mato-Grosso-do-Sul,BR,341,-19.5075,-55.90528,America/Campo_Grande,
SSNK,,Sementes Petrovina Airport,Pedra Preta,Mato Grosso do Sul,BR,2362,-16.84277725,-54.07583237,America/Cuiaba,
SSNL,,Fazenda Essencia Airport,Nobres,Mato Grosso do Sul,BR,1818,-14.316667,-55.766944,America/Cuiaba,
SSNM,,Guaranta Airport,Guaranta Do Norte,Mato Grosso do Sul,BR,968,-9.96583271,-54.88499832,America/Cuiaba,
SSNN,,Salvaterra II Airport,Joao Pinheiro,Minas Gerais,BR,1749,-17.19750023,-45.77666855,America/Sao_Paulo,
SSNO,,Nonoai Airport,Nonoai,Rio Grande do Sul,BR,1969,-27.36720085,-52.73389816,America/Sao_Paulo,
SSNP,,Nova Prata Airport,Nova Prata,Rio Grande do Sul,BR,2264,-28.80249977,-51.60419846,America/Sao_Paulo,
SSNQ,,Nioaque Airport,Nioaque,Mato-Grosso-do-Sul,BR,984,-21.1847229,-55.83027649,America/Campo_Grande,
SSNR,,Fazenda Novo Horizonte Airport,Coxim,Mato-Grosso-do-Sul,BR,754,-18.31861115,-54.9355545,America/Campo_Grande,
SSNT,,Fazenda Rosa Mistica Airport,Amambai,Mato-Grosso-do-Sul,BR,1289,-23.29249954,-55.05583191,America/Campo_Grande,
SSNU,,Santa Isabel Airport,Brotas,São Paulo,BR,2582,-22.24083328,-48.02500153,America/Sao_Paulo,
SSNV,,Fazenda Novo Hamburgo Airport,Corumba,Mato-Grosso-do-Sul,BR,285,-19.23305511,-57.02972031,America/Campo_Grande,
SSNW,,Fazenda Buriti Airport,Barreiras,Bahia,BR,2408,-12.30249977,-45.51390076,America/Bahia,
SSNY,,Fazenda Florida Airport,Caceres,,BR,541,-17.183611,-58.216667,America/Cuiaba,
SSOC,,Fazenda Sans Souci - Sede Airport,Corumba,Mato-Grosso-do-Sul,BR,305,-19.03333282,-56.95000076,America/Campo_Grande,
SSOD,,Fazenda Pouso Alegre Airport,Miranda,Mato-Grosso-do-Sul,BR,374,-20.24777794,-56.41527939,America/Campo_Grande,
SSOE,SQX,Sao Miguel do Oeste Airport,Sao Miguel Do Oeste,Santa Catarina,BR,2180,-26.78160095,-53.50350189,America/Sao_Paulo,
SSOF,,Fazenda Vale da Serra Airport,Monte Azul,Minas Gerais,BR,1575,-15.18888855,-43.53111267,America/Bahia,
SSOG,APX,Arapongas Airport,Arapongas,Paraná,BR,2599,-23.35289955,-51.49169922,America/Sao_Paulo,
SSOI,,Pederneiras Airport,Pederneiras,São Paulo,BR,1788,-22.30722237,-48.77194214,America/Sao_Paulo,
SSOJ,,Fazenda Estrela Airport,Inocencia,Mato-Grosso-do-Sul,BR,1509,-19.979167,-51.735,America/Campo_Grande,
SSOK,,14 Bis Airport,Londrina,Paraná,BR,1932,-23.21416664,-51.18583298,America/Sao_Paulo,
SSOL,,Lavras Airport,Lavras,Minas Gerais,BR,3146,-21.24060059,-44.96390152,America/Sao_Paulo,
SSON,,Fazenda Joalice Airport,Tacuru,Mato-Grosso-do-Sul,BR,1476,-23.78777885,-55.02916718,America/Campo_Grande,
SSOO,,Estancia J.D.S Airport,Fernao,São Paulo,BR,1903,-22.33722115,-49.54305649,America/Sao_Paulo,
SSOP,,Fazenda Cachoeirinha Airport,Aparecida Do Taboado,Mato-Grosso-do-Sul,BR,1539,-20.04333305,-51.47472382,America/Campo_Grande,
SSOQ,,Fazenda Barranco Alto Airport,Aquidauana,Mato-Grosso-do-Sul,BR,502,-19.57777786,-56.15222168,America/Campo_Grande,
